Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Original_Action,Unsupervised_Prediction,Supervised_Prediction,Risk_label
61461,443,61461,443,19070,4830,14240,33,18,18,15,allow,1,0,Potential Threat
55831,53,65358,53,183,94,89,2,30,1,1,allow,1,0,Potential Threat
55367,53,11900,53,195,102,93,2,30,1,1,allow,0,0,Normal
49270,53,46560,53,322,110,212,4,30,2,2,allow,0,0,Normal
49502,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
52037,80,5136,80,366,240,126,7,25,5,2,allow,0,0,Normal
50307,53,50594,53,1370,89,1281,4,33,2,2,allow,0,0,Normal
55160,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
3765,64147,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
16862,21247,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55479,53,40449,53,184,94,90,2,31,1,1,allow,0,0,Normal
63627,26296,0,0,159,159,0,1,0,1,0,deny,1,1,High Risk
61315,48817,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
59403,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49851,53,3240,53,166,86,80,2,30,1,1,allow,0,0,Normal
56819,443,59951,443,79878,10479,69399,138,120,68,70,allow,1,0,Potential Threat
63878,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51287,26467,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56293,53,53658,53,166,86,80,2,30,1,1,allow,0,0,Normal
33161,80,27979,80,604,530,74,7,15,6,1,allow,1,0,Potential Threat
51490,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
61538,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56736,53,58809,53,283,94,189,4,41,2,2,allow,0,0,Normal
49661,53,62903,53,344,102,242,2,30,1,1,allow,1,0,Potential Threat
49747,443,22101,443,7087,1705,5382,19,128,10,9,allow,1,0,Potential Threat
65140,53,14372,53,199,102,97,2,30,1,1,allow,0,0,Normal
65102,53,16634,53,210,102,108,2,30,1,1,allow,0,0,Normal
42252,33303,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
55536,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61995,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63944,30188,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55555,53,39560,53,188,96,92,2,31,1,1,allow,0,0,Normal
56835,35894,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55848,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50409,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
65242,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
18357,51180,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
55624,53,62232,53,244,94,150,2,29,1,1,allow,0,0,Normal
64095,53,40106,53,177,94,83,2,30,1,1,allow,0,0,Normal
58421,30188,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
1658,443,1658,443,12030,1282,10748,23,17,9,14,allow,1,0,Potential Threat
58045,443,63795,443,3296,1329,1967,14,135,7,7,allow,1,0,Potential Threat
57933,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56781,17548,14113,17548,70,70,0,1,5,1,0,allow,1,0,Potential Threat
50820,80,16954,80,550,476,74,6,15,5,1,allow,0,0,Normal
37339,443,37972,443,130,70,60,3,5,2,1,allow,0,0,Normal
56647,443,45722,443,8059,2039,6020,20,15,11,9,allow,1,0,Potential Threat
22078,53,22078,53,229,98,131,2,30,1,1,allow,0,0,Normal
49789,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50939,443,29204,443,134,60,74,3,5,2,1,allow,0,0,Normal
12951,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
64811,53,63660,53,446,93,353,4,55,2,2,allow,1,0,Potential Threat
53928,443,61918,443,499,425,74,4,0,3,1,allow,1,0,Potential Threat
62157,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
65197,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56215,53,5017,53,216,110,106,2,30,1,1,allow,0,0,Normal
23844,26467,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
65460,80,65460,80,48356,4069,44287,55,48,19,36,allow,1,0,Potential Threat
51605,443,55829,443,8095,3030,5065,27,95,14,13,allow,1,0,Potential Threat
53131,443,52675,443,33229,7810,25419,63,44,24,39,allow,1,0,Potential Threat
53615,867,16773,867,70,70,0,2,7,2,0,allow,0,0,Normal
54553,53,62342,53,202,202,0,3,46,3,0,allow,1,0,Potential Threat
49226,443,49226,443,118943,24432,94511,156,96,79,77,allow,1,0,Potential Threat
27005,27016,48371,27016,887,126,761,2,30,1,1,allow,1,0,Potential Threat
32768,22,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
64567,53,64760,53,193,102,91,2,30,1,1,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
52385,53,0,0,138,69,69,2,30,1,1,allow,0,0,Normal
60173,443,14780,443,7909,3501,4408,19,181,9,10,allow,1,0,Potential Threat
60021,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56600,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
54013,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
43225,443,17321,443,3831584,85342,3746242,3246,110,597,2649,allow,1,0,Potential Threat
49699,53,23875,53,202,103,99,2,31,1,1,allow,0,0,Normal
55875,53,42726,53,228,110,118,2,30,1,1,allow,0,0,Normal
34477,5900,34477,5900,60,60,0,1,5,1,0,allow,1,0,Potential Threat
51834,35440,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49440,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52981,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
60501,40829,11084,40829,70,70,0,2,8,2,0,allow,1,0,Potential Threat
56061,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
63079,443,63360,443,304,86,218,2,30,1,1,allow,1,0,Potential Threat
51826,58925,42484,58925,70,70,0,2,9,2,0,allow,1,0,Potential Threat
49291,53,21649,53,771,102,669,2,30,1,1,allow,0,0,Normal
41249,443,56931,443,2080,1126,954,17,150,10,7,allow,1,0,Potential Threat
48754,443,18594,443,6490,1145,5345,20,33,11,9,allow,1,0,Potential Threat
53987,16571,41017,16571,70,70,0,2,7,2,0,allow,1,0,Potential Threat
54683,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
25600,23684,0,0,159,159,0,1,0,1,0,deny,1,1,High Risk
56214,53,47362,53,200,102,98,2,30,1,1,allow,0,0,Normal
52020,28704,61808,28704,70,70,0,1,5,1,0,allow,1,0,Potential Threat
19204,57866,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
53036,443,2888,443,3039,1089,1950,9,120,5,4,allow,1,0,Potential Threat
7749,36237,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
65127,53,38412,53,194,102,92,2,30,1,1,allow,0,0,Normal
52691,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56376,53,45759,53,196,100,96,2,30,1,1,allow,0,0,Normal
56596,53,10703,53,194,102,92,2,31,1,1,allow,0,0,Normal
56111,53,5335,53,179,94,85,2,30,1,1,allow,0,0,Normal
49654,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56939,53,41325,53,216,110,106,2,31,1,1,allow,0,0,Normal
28825,23,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
56260,53,19443,53,177,94,83,2,30,1,1,allow,0,0,Normal
52164,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
48706,23393,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
27005,27015,8670,27015,877,126,751,2,30,1,1,allow,1,0,Potential Threat
33822,57470,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
49771,53,28192,53,177,94,83,2,29,1,1,allow,0,0,Normal
2636,7302,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
52966,80,53251,80,2974,1352,1622,28,113,15,13,allow,1,0,Potential Threat
43916,21,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
58969,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61384,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
59005,443,56215,443,6306,1780,4526,28,33,14,14,allow,1,0,Potential Threat
57078,3389,57078,3389,3407,1518,1889,16,17,9,7,allow,1,0,Potential Threat
65218,53,49451,53,193,102,91,2,30,1,1,allow,0,0,Normal
57470,51413,18747,51413,604,275,329,4,1199,2,2,allow,1,0,Potential Threat
60564,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
12285,61248,0,0,139,139,0,1,0,1,0,reset-both,1,1,High Risk
4257,35440,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
39118,443,29645,443,5229,2388,2841,23,367,12,11,allow,1,0,Potential Threat
49427,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58575,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50615,80,48256,80,190675,79205,111470,237,41,104,133,allow,1,0,Potential Threat
59944,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56624,53,20436,53,819,102,717,2,30,1,1,allow,0,0,Normal
61484,443,59400,443,9479,3507,5972,24,16,12,12,allow,1,0,Potential Threat
58424,52700,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
993,4281,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55076,53,43465,53,183,94,89,2,30,1,1,allow,0,0,Normal
49836,53,62893,53,168,78,90,2,30,1,1,allow,1,0,Potential Threat
37554,443,12881,443,13220,4632,8588,32,37,19,13,allow,1,0,Potential Threat
54827,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61766,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
54602,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60971,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58463,443,33811,443,19057,9308,9749,111,307,53,58,allow,1,0,Potential Threat
53064,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
54817,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
53226,80,34049,80,1054,602,452,10,20,5,5,allow,0,0,Normal
56307,53,64603,53,168,78,90,2,30,1,1,allow,1,0,Potential Threat
12531,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49977,57470,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
54526,44847,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64105,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
51597,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
62519,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64821,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58504,57470,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
57491,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
10331,6881,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
36258,23,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
34752,3389,34752,3389,3910,1805,2105,20,18,12,8,allow,1,0,Potential Threat
57732,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56681,53,26694,53,195,102,93,2,30,1,1,allow,0,0,Normal
59204,443,10417,443,9335,3052,6283,25,125,11,14,allow,1,0,Potential Threat
49324,53,24551,53,258,94,164,2,30,1,1,allow,0,0,Normal
50043,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50313,80,19871,80,3450,1386,2064,15,83,8,7,allow,1,0,Potential Threat
64401,53,5392,53,293,94,199,2,30,1,1,allow,0,0,Normal
40204,40031,12730,40031,245,182,63,2,30,1,1,allow,1,0,Potential Threat
50022,53,3051,53,179,94,85,2,30,1,1,allow,0,0,Normal
44847,6881,46281,6881,150,150,0,1,1200,1,0,allow,1,0,Potential Threat
49206,53,61280,53,174,89,85,2,31,1,1,allow,0,0,Normal
53822,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
58758,443,49380,443,4889,1079,3810,15,25,8,7,allow,1,0,Potential Threat
63725,80,55530,80,374,192,182,7,15,4,3,allow,1,0,Potential Threat
16370,56205,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
49746,53,23888,53,177,94,83,2,30,1,1,allow,0,0,Normal
63030,2222,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
60263,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
59271,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50116,22,50116,22,60,60,0,1,5,1,0,allow,0,0,Normal
64031,25933,32039,25933,436,254,182,7,14,4,3,allow,1,0,Potential Threat
45317,53,22055,53,86,86,0,1,30,1,0,allow,0,0,Normal
57149,53,45353,53,222,86,136,2,30,1,1,allow,0,0,Normal
57174,53,49148,53,210,94,116,2,30,1,1,allow,0,0,Normal
2440,37807,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
60165,80,45319,80,1982,692,1290,8,15,5,3,allow,1,0,Potential Threat
30598,46824,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49628,53,54412,53,168,86,82,2,30,1,1,allow,0,0,Normal
50490,80,51282,80,318,192,126,6,25,4,2,allow,0,0,Normal
49406,80,42946,80,2074,1309,765,10,124,6,4,allow,1,0,Potential Threat
1933,53,18812,53,210,78,132,2,29,1,1,allow,1,0,Potential Threat
47500,443,47942,443,7464,2375,5089,15,120,7,8,allow,1,0,Potential Threat
58007,62413,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
58273,53,40385,53,202,86,116,2,30,1,1,allow,0,0,Normal
57536,53,46039,53,199,94,105,2,30,1,1,allow,0,0,Normal
55697,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
52247,49278,31090,49278,316,136,180,6,6,3,3,allow,1,0,Potential Threat
5774,37965,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
22346,51505,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
18091,32480,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55128,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60786,51505,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
18204,55160,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
49167,53,55211,53,258,94,164,2,30,1,1,allow,0,0,Normal
60982,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50169,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
41538,443,31150,443,8090,2462,5628,22,21,12,10,allow,1,0,Potential Threat
59328,80,59328,80,24437,12718,11719,41,15,16,25,allow,1,0,Potential Threat
50303,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
5685,35440,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
51652,80,59640,80,454,262,192,8,37,5,3,allow,0,0,Normal
40202,5222,32011,5222,5958,2420,3538,40,25,20,20,allow,1,0,Potential Threat
51788,35787,52462,35787,70,70,0,2,8,2,0,allow,1,0,Potential Threat
50988,80,43692,80,5956,1595,4361,17,19,10,7,allow,1,0,Potential Threat
59423,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51946,443,39002,443,8670,1805,6865,28,26,15,13,allow,1,0,Potential Threat
52435,53,3973,53,216,78,138,2,29,1,1,allow,0,0,Normal
64982,53,7315,53,195,102,93,2,30,1,1,allow,0,0,Normal
50513,80,33823,80,318,192,126,6,25,4,2,allow,0,0,Normal
10060,443,49510,443,293424,16379,277045,410,93,193,217,allow,1,0,Potential Threat
51551,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55010,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61460,80,11498,80,1507,1184,323,11,79,7,4,allow,1,0,Potential Threat
53964,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50089,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56896,80,32594,80,2684,2550,134,7,16,5,2,allow,0,0,Normal
54540,443,17427,443,6680,3784,2896,18,135,9,9,allow,1,0,Potential Threat
53705,443,11151,443,499,425,74,4,0,3,1,allow,0,0,Normal
52838,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
52718,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51623,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
37827,443,64403,443,424,210,214,7,131,4,3,allow,1,0,Potential Threat
993,11946,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
58900,37807,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55107,53,32486,53,193,102,91,2,30,1,1,allow,0,0,Normal
57470,29633,40389,29633,1660,677,983,20,1595,10,10,allow,1,0,Potential Threat
53452,443,10617,443,15368,8643,6725,36,49,19,17,allow,1,0,Potential Threat
53373,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
33043,443,36029,443,1788,968,820,20,15,11,9,allow,1,0,Potential Threat
46556,443,5923,443,9316,1720,7596,25,16,13,12,allow,1,0,Potential Threat
33405,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64257,53,61085,53,211,78,133,2,30,1,1,allow,0,0,Normal
49646,53,51164,53,353,118,235,2,30,1,1,allow,0,0,Normal
64322,53,46298,53,273,90,183,4,32,2,2,allow,0,0,Normal
61195,56205,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
26758,443,6342,443,20851,15854,4997,36,20,20,16,allow,1,0,Potential Threat
56567,53,47104,53,701,88,613,2,30,1,1,allow,0,0,Normal
56947,53,11234,53,239,102,137,2,30,1,1,allow,0,0,Normal
65218,53,51807,53,186,95,91,2,30,1,1,allow,0,0,Normal
50280,53,20623,53,916,86,830,2,31,1,1,allow,0,0,Normal
64605,53,20190,53,183,94,89,2,31,1,1,allow,0,0,Normal
63663,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49661,443,16392,443,9021,2548,6473,38,80,19,19,allow,1,0,Potential Threat
55199,53,62103,53,196,94,102,2,30,1,1,allow,0,0,Normal
57300,443,65390,443,8979,3093,5886,43,15,24,19,allow,1,0,Potential Threat
57282,53,4028,53,199,102,97,2,29,1,1,allow,0,0,Normal
58973,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57557,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65479,53,45836,53,728,102,626,2,29,1,1,allow,0,0,Normal
64735,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55000,53,36007,53,193,102,91,2,31,1,1,allow,0,0,Normal
57343,53,10133,53,214,86,128,2,29,1,1,allow,0,0,Normal
51464,443,62248,443,7269,1978,5291,28,39,14,14,allow,1,0,Potential Threat
52492,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
65133,53,55111,53,198,102,96,2,30,1,1,allow,0,0,Normal
62920,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49309,443,31644,443,4250,2969,1281,23,47,12,11,allow,1,0,Potential Threat
49343,53,21551,53,209,110,99,2,30,1,1,allow,0,0,Normal
60984,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56115,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
38698,443,50432,443,90261,3545,86716,96,16,32,64,allow,1,0,Potential Threat
49257,53,6745,53,199,102,97,2,30,1,1,allow,0,0,Normal
50151,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
63963,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
65316,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56272,53,13597,53,193,102,91,2,31,1,1,allow,0,0,Normal
61319,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52459,5555,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
27005,32056,3703,32056,886,126,760,2,30,1,1,allow,1,0,Potential Threat
56102,53,33083,53,199,94,105,2,30,1,1,allow,0,0,Normal
59486,80,62432,80,2633,1151,1482,10,32,6,4,allow,1,0,Potential Threat
62233,443,62233,443,41941,3388,38553,67,77,26,41,allow,1,0,Potential Threat
51539,443,19176,443,262,70,192,5,21,2,3,allow,0,0,Normal
49857,443,36785,443,4221,1038,3183,19,59,11,8,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49162,53,41472,53,183,94,89,2,30,1,1,allow,0,0,Normal
52252,46314,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
59879,55783,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
49165,53,19244,53,379,94,285,2,30,1,1,allow,0,0,Normal
49609,53,22044,53,170,87,83,2,30,1,1,allow,0,0,Normal
63873,61002,7411,61002,5431,3164,2267,32,76,18,14,allow,1,0,Potential Threat
65093,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
62692,443,51155,443,14518,2409,12109,23,135,10,13,allow,1,0,Potential Threat
49419,443,41592,443,318,192,126,6,15,4,2,allow,0,0,Normal
42238,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
8211,28793,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
49981,44847,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
46592,53,27919,53,168,78,90,2,30,1,1,allow,0,0,Normal
55143,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49485,80,52074,80,1155,781,374,10,15,6,4,allow,1,0,Potential Threat
40671,443,5840,443,190,70,120,4,15,2,2,allow,0,0,Normal
50265,57121,42011,57121,132,132,0,3,1200,3,0,allow,1,0,Potential Threat
61444,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51506,443,52823,443,584947,21842,563105,678,36,286,392,allow,1,0,Potential Threat
51221,1338,12971,1338,132,132,0,3,1200,3,0,allow,1,0,Potential Threat
53976,52534,6002,52534,70,70,0,1,5,1,0,allow,1,0,Potential Threat
57470,46941,64707,46941,899,288,611,4,1199,2,2,allow,1,0,Potential Threat
19858,64147,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
49165,53,17672,53,212,102,110,2,29,1,1,allow,0,0,Normal
54443,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63173,36237,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
61996,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50236,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56928,53,57142,53,178,94,84,2,30,1,1,allow,0,0,Normal
2938,64147,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
58245,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53806,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
59749,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49743,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
54654,6881,17557,6881,470,348,122,6,26,4,2,allow,1,0,Potential Threat
40236,443,44776,443,4945,1401,3544,21,25,11,10,allow,1,0,Potential Threat
64879,53,23535,53,173,94,79,2,30,1,1,allow,0,0,Normal
51928,443,37238,443,18581,9681,8900,62,103,33,29,allow,1,0,Potential Threat
51217,443,21771,443,126,60,66,3,5,2,1,allow,0,0,Normal
55808,53,26919,53,179,94,85,2,30,1,1,allow,0,0,Normal
56579,53,34186,53,711,87,624,2,30,1,1,allow,0,0,Normal
55709,30217,48170,30217,70,70,0,1,5,1,0,allow,1,0,Potential Threat
57271,53,58158,53,288,94,194,2,30,1,1,allow,0,0,Normal
53772,443,49684,443,499,425,74,4,0,3,1,allow,0,0,Normal
58562,57587,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
56695,53,57441,53,776,102,674,2,30,1,1,allow,0,0,Normal
62465,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56206,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65289,53,55084,53,174,89,85,2,31,1,1,allow,0,0,Normal
20388,53,20388,53,217,90,127,2,30,1,1,allow,0,0,Normal
55797,53,36305,53,177,94,83,2,31,1,1,allow,0,0,Normal
50204,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
59475,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
47376,443,12829,443,2944,778,2166,10,120,5,5,allow,1,0,Potential Threat
56589,53,29325,53,198,101,97,2,31,1,1,allow,0,0,Normal
65178,53,0,0,190,85,105,2,30,1,1,allow,0,0,Normal
57365,53,10039,53,780,104,676,2,31,1,1,allow,0,0,Normal
62911,36237,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
61495,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55603,443,55603,443,4684,1777,2907,19,12,11,8,allow,1,0,Potential Threat
61033,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57631,443,50238,443,16277,3466,12811,46,1801,22,24,allow,1,0,Potential Threat
56252,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
17640,55442,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
56944,35894,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
54756,445,0,0,70,70,0,1,0,1,0,deny,0,1,Known Attack
58046,80,28676,80,2306,1112,1194,23,76,12,11,allow,1,0,Potential Threat
56742,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57295,443,4265,443,5614,733,4881,16,15,9,7,allow,1,0,Potential Threat
60764,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50919,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
20168,81,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
65348,53,57406,53,214,102,112,2,31,1,1,allow,0,0,Normal
2717,31573,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
23843,26467,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
53641,16605,38186,16605,70,70,0,2,7,2,0,allow,1,0,Potential Threat
61833,443,61833,443,80743,4724,76019,101,89,37,64,allow,1,0,Potential Threat
65256,53,14067,53,213,102,111,2,30,1,1,allow,0,0,Normal
65462,53,20337,53,196,102,94,2,33,1,1,allow,0,0,Normal
5588,5588,0,0,3562,1936,1626,48,194,24,24,allow,1,0,Potential Threat
56955,53,20294,53,184,86,98,2,29,1,1,allow,0,0,Normal
52467,443,14984,443,5343,1102,4241,22,152,11,11,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
51172,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56747,53,24392,53,172,94,78,2,30,1,1,allow,0,0,Normal
59830,443,56581,443,82533,15815,66718,124,131,50,74,allow,1,0,Potential Threat
61078,123,41282,123,184,94,90,2,30,1,1,allow,0,0,Normal
50634,80,58631,80,25670,13514,12156,46,36,21,25,allow,1,0,Potential Threat
57890,443,58945,443,3588,1991,1597,27,176,14,13,allow,1,0,Potential Threat
60472,20273,1767,20273,70,70,0,2,8,2,0,allow,1,0,Potential Threat
49605,53,30084,53,756,95,661,2,30,1,1,allow,0,0,Normal
57167,53,27604,53,195,102,93,2,30,1,1,allow,0,0,Normal
37936,443,26226,443,5463,1378,4085,16,145,10,6,allow,1,0,Potential Threat
52039,80,39126,80,366,240,126,7,25,5,2,allow,0,0,Normal
27005,28002,27297,28002,918,126,792,2,31,1,1,allow,1,0,Potential Threat
